420|2|201808|基本月租费|2100
420|2|201808|新业务费|960
420|4|201808|基本月租费|19300
420|4|201808|新业务费|960
420|5|201808|基本月租费|9600
420|6|201808|基本月租费|3200
420|6|201808|新业务费|480
420|6|201808|易套餐包月费|2800
420|7|201808|基本月租费|2500
420|7|201808|新业务费|160
420|8|201808|基本月租费|73200
420|8|201808|市话本地费|27990
420|8|201808|新业务费|12800
420|9|201808|基本月租费|103400
420|9|201808|市话本地费|99654
420|9|201808|新业务费|10880
420|10|201808|国内长途费(不含台港澳)(IP资费)|12480
420|10|201808|国际长途费(IP资费)|320
420|10|201808|基本月租费|12100
420|10|201808|市话本地费|8532
420|10|201808|新业务费|1760
420|11|201808|基本月租费|1800
420|11|201808|新业务费|160
420|12|201808|新业务费|480
420|12|201808|易套餐包月费|3300
420|13|201808|基本月租费|3200
420|14|201808|国内长途费(不含台港澳)|7498
420|14|201808|基本月租费|3200
420|14|201808|市话本地费|12040
420|15|201808|基本月租费|3600
420|15|201808|新业务费|3200
420|15|201808|易套餐包月费|14400
420|16|201808|新业务费|480
420|16|201808|易套餐包月费|2800
420|18|201808|国内长途费(不含台港澳)|96
420|18|201808|基本月租费|2800
420|18|201808|市话本地费|1184
420|18|201808|新业务费|960
420|19|201808|区间话费|180
420|19|201808|国内长途费(不含台港澳)|5409
420|19|201808|国内长途费(不含台港澳)(IP资费)|3570
420|19|201808|基本月租费|32000
420|19|201808|市话本地费|10830
420|19|201808|新业务费|4320
420|20|201808|基本月租费|3200
420|20|201808|新业务费|640
420|21|201808|基本月租费|6400
420|22|201808|基本月租费|2500
420|22|201808|新业务费|480
420|23|201808|基本月租费|2500
420|23|201808|市话本地费|10222
420|23|201808|新业务费|480
420|24|201808|基本月租费|12800
420|25|201808|基本月租费|3800
420|25|201808|新业务费|1440
420|26|201808|基本月租费|47100
420|26|201808|新业务费|9760
420|27|201808|基本月租费|1500
420|28|201808|基本月租费|3200
420|28|201808|新业务费|780
420|29|201808|国内长途费(不含台港澳)|42177
420|29|201808|基本月租费|59400
420|29|201808|市话本地费|6340
420|29|201808|新业务费|7200
420|29|201808|铁路本地话费|4050
420|29|201808|铁路长途费|9474
420|30|201808|基本月租费|3200
420|30|201808|市话本地费|4002
420|30|201808|铁路本地话费|320
420|30|201808|铁路长途费|36
420|31|201808|基本月租费|3200
420|31|201808|新业务费|480
420|32|201808|基本月租费|1800
420|33|201808|基本月租费|1800
420|33|201808|新业务费|480
420|34|201808|国内长途费(不含台港澳)|13154
420|34|201808|基本月租费|12800
420|34|201808|市话本地费|5414
420|34|201808|新业务费|1920
420|35|201808|国内长途费(不含台港澳)|9378
420|35|201808|国内长途费(不含台港澳)(IP资费)|2670
420|35|201808|市话本地费|8512
420|35|201808|新业务费|7200
420|36|201808|区间话费|160
420|36|201808|国内长途费(不含台港澳)|4519
420|36|201808|国内长途费(不含台港澳)(IP资费)|68897
420|36|201808|国际长途费(IP资费)|8960
420|36|201808|基本月租费|183500
420|36|201808|市话本地费|190840
420|36|201808|新业务费|8160
420|37|201808|国内长途费(不含台港澳)|3858
420|37|201808|基本月租费|16000
420|37|201808|市话本地费|4772
420|37|201808|新业务费|2560
420|37|201808|铁路本地话费|1000
420|37|201808|铁路长途费|5814
420|38|201808|基本月租费|3200
420|38|201808|新业务费|480
420|39|201808|基本月租费|6400
420|39|201808|易套餐包月费|3300
420|41|201808|基本月租费|19200
420|41|201808|市话本地费|3946
420|41|201808|新业务费|1920
420|41|201808|铁路本地话费|75970
420|41|201808|铁路长途费|993
420|42|201808|国内长途费(不含台港澳)|1286
420|42|201808|基本月租费|30600
420|42|201808|市话本地费|35618
420|42|201808|新业务费|3840
420|42|201808|铁路本地话费|7840
420|42|201808|铁路长途费|402
420|43|201808|基本月租费|9600
420|43|201808|市话本地费|1956
420|43|201808|新业务费|480
420|43|201808|铁路本地话费|1240
420|44|201808|国内长途费(不含台港澳)|6174
420|44|201808|国内长途费(不含台港澳)(IP资费)|270
420|44|201808|基本月租费|44800
420|44|201808|市话本地费|16774
420|44|201808|新业务费|6880
420|44|201808|铁路本地话费|12810
420|44|201808|铁路长途费|8144
420|45|201808|国内长途费(不含台港澳)|20886
420|45|201808|基本月租费|67100
420|45|201808|市话本地费|20490
420|45|201808|新业务费|12000
420|45|201808|铁路本地话费|7230
420|45|201808|铁路长途费|12336
420|47|201808|新业务费|5760
420|48|201808|基本月租费|19200
420|48|201808|市话本地费|7434
420|48|201808|新业务费|480
420|49|201808|基本月租费|2500
420|50|201808|区间话费|20
420|50|201808|国内长途费(不含台港澳)(IP资费)|180
420|50|201808|基本月租费|9600
420|50|201808|市话本地费|6742
420|50|201808|新业务费|1440
420|51|201808|国内长途费(不含台港澳)|46526
420|51|201808|市话本地费|91099
420|52|201808|基本月租费|5700
420|52|201808|市话本地费|1584
420|52|201808|铁路本地话费|4320
420|53|201808|国内长途费(不含台港澳)|8172
420|53|201808|基本月租费|22400
420|53|201808|市话本地费|3600
420|53|201808|新业务费|2400
420|53|201808|铁路本地话费|3920
420|53|201808|铁路长途费|12642
420|54|201808|国内长途费(不含台港澳)|3066
420|54|201808|基本月租费|83200
420|54|201808|市话本地费|55048
420|54|201808|新业务费|6080
420|54|201808|铁路本地话费|17200
420|54|201808|铁路长途费|7530
420|55|201808|国内长途费(不含台港澳)|348
420|55|201808|基本月租费|56400
420|55|201808|市话本地费|14140
420|55|201808|新业务费|9120
