420|32|201808|基本月租费|1800|61140901
420|191|201808|基本月租费|3200|61198192
420|191|201808|市话本地费|756|61198192
420|128|201808|基本月租费|3200|61343933
420|128|201808|新业务费|480|61343933
420|112|201808|新业务费|640|61350659
420|112|201808|国内长途费(不含台港澳)|202|61354318
420|112|201808|新业务费|480|61330732
420|112|201808|新业务费|640|61329683
420|112|201808|铁路本地话费|324|61327133
420|112|201808|新业务费|640|61350715
420|112|201808|新业务费|640|61350666
420|112|201808|市话本地费|7033|61354327
420|112|201808|铁路本地话费|359|61354318
420|112|201808|新业务费|480|61324723
420|112|201808|铁路本地话费|649|61354319
420|112|201808|市话本地费|3669|61354318
420|112|201808|基本月租费|1800|61330008
420|112|201808|基本月租费|3200|61330098
420|112|201808|基本月租费|3200|61357258
420|112|201808|基本月租费|1800|61324833
420|112|201808|铁路长途费|1356|61330008
420|112|201808|新业务费|640|61324343
420|112|201808|新业务费|480|61354318
420|112|201808|新业务费|480|61357258
420|112|201808|基本月租费|3200|61350695
420|112|201808|新业务费|640|61324833
420|112|201808|基本月租费|1800|61354327
420|112|201808|市话本地费|1706|61350695
420|112|201808|基本月租费|1800|61325833
420|112|201808|铁路本地话费|566|61324833
420|112|201808|基本月租费|1800|61354315
420|112|201808|铁路本地话费|60|61350663
420|112|201808|新业务费|640|61324623
420|112|201808|基本月租费|3200|61336060
420|112|201808|基本月租费|1800|61326763
420|112|201808|铁路长途费|16|61324833
420|112|201808|铁路本地话费|470|61328833
420|112|201808|铁路本地话费|108|61326753
420|112|201808|基本月租费|1800|61354320
420|112|201808|新业务费|480|61326753
420|112|201808|市话本地费|189|61326893
420|112|201808|新业务费|480|61324933
420|112|201808|基本月租费|3200|61332039
420|112|201808|基本月租费|1800|61354319
420|112|201808|基本月租费|3200|61350715
420|112|201808|铁路本地话费|36|61324843
420|112|201808|基本月租费|3200|61342517
420|112|201808|基本月租费|1800|61330058
420|112|201808|基本月租费|3200|61324623
420|112|201808|铁路长途费|178|61324423
420|112|201808|基本月租费|1800|61326753
420|112|201808|铁路长途费|713|61326763
420|112|201808|市话本地费|350|61350729
420|112|201808|新业务费|480|61326204
420|112|201808|基本月租费|3200|61324543
420|112|201808|新业务费|640|61350729
420|112|201808|铁路长途费|437|61327133
420|112|201808|新业务费|480|61330008
420|112|201808|铁路本地话费|504|61324553
420|112|201808|铁路长途费|140|61324553
420|112|201808|基本月租费|3200|61350729
420|112|201808|铁路长途费|248|61326553
420|112|201808|新业务费|640|61350695
420|112|201808|基本月租费|3200|61320098
420|112|201808|铁路本地话费|300|61324543
420|112|201808|新业务费|1120|61326633
420|112|201808|新业务费|480|61328833
420|112|201808|基本月租费|1800|61327133
420|112|201808|新业务费|640|61326763
420|112|201808|铁路本地话费|18|61324333
420|112|201808|铁路长途费|265|61325833
420|112|201808|基本月租费|1800|61324553
420|112|201808|铁路本地话费|20|61350729
420|112|201808|铁路长途费|1104|61328833
420|112|201808|基本月租费|3200|61324593
420|112|201808|国内长途费(不含台港澳)|265|61324533
420|112|201808|新业务费|480|61354320
420|112|201808|国内长途费(不含台港澳)|504|61324833
420|112|201808|基本月租费|1800|61324533
420|112|201808|新业务费|960|61324843
420|112|201808|新业务费|640|61325833
420|112|201808|基本月租费|2500|61328833
420|112|201808|市话本地费|526|61330098
420|112|201808|新业务费|480|61324543
420|112|201808|铁路本地话费|162|61324423
420|112|201808|铁路本地话费|20|61324593
420|112|201808|市话本地费|32|61325833
420|112|201808|铁路长途费|5243|61326973
420|112|201808|基本月租费|3200|61330732
420|112|201808|基本月租费|3200|61320902
420|112|201808|新业务费|1120|61324533
420|112|201808|市话本地费|955|61324533
420|112|201808|国内长途费(不含台港澳)|92|61324423
420|112|201808|国内长途费(不含台港澳)|42|61350729
420|112|201808|新业务费|480|61354327
420|112|201808|铁路本地话费|36|61326893
420|112|201808|新业务费|640|61324593
420|112|201808|市话本地费|80|61357258
420|112|201808|基本月租费|1800|61326553
420|112|201808|基本月租费|1800|61354318
420|112|201808|新业务费|480|61336060
420|112|201808|基本月租费|1800|61326204
420|112|201808|铁路本地话费|500|61350666
420|112|201808|铁路本地话费|1441|61324533
420|112|201808|新业务费|640|61330058
420|112|201808|新业务费|480|61330098
